Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Class
A11,(:12.0],A32,A43,(605.0:954.5],A61,A75,(3.5:),A93,A101,4,A121,(34.5:),A142,A152,(:2.0],A172,1,A191,A201,Bad
A12,(19.0:31.5],A32,A43,(1957.0:2822.5],A61,A72,(:3.5],A94,A101,1,A122,(:26.0],A143,A152,(:2.0],A173,1,A192,A201,Bad
A11,(:12.0],A31,A43,(1957.0:2822.5],A61,A73,(3.5:),A91,A101,1,A124,(26.0:34.5],A143,A153,(:2.0],A173,1,A191,A201,Bad
A14,(:12.0],A32,A42,(954.5:1186.5],A63,A73,(3.5:),A92,A101,4,A123,(26.0:34.5],A143,A151,(:2.0],A172,1,A191,A201,Bad
A11,(:12.0],A32,A40,(1186.5:1373.0],A61,A74,(:3.5],A91,A101,3,A123,(34.5:),A143,A152,(:2.0],A173,1,A191,A201,Bad
A12,(:12.0],A31,A40,(605.0:954.5],A62,A72,(:3.5],A92,A101,1,A122,(26.0:34.5],A142,A152,(:2.0],A172,1,A191,A201,Bad
A11,(19.0:31.5],A32,A40,(1186.5:1373.0],A65,A73,(3.5:),A92,A101,4,A121,(:26.0],A143,A151,(:2.0],A173,1,A191,A201,Bad
A14,(31.5:),A32,A43,(1957.0:2822.5],A65,A73,(3.5:),A92,A101,4,A123,(:26.0],A143,A152,(:2.0],A173,1,A191,A201,Good
A14,(12.0:18.0],A32,A42,(1957.0:2822.5],A65,A74,(:3.5],A92,A101,4,A121,(26.0:34.5],A141,A151,(:2.0],A172,1,A191,A201,Good
A14,(:12.0],A32,A40,(2822.5:3913.5],A65,A71,(3.5:),A93,A101,4,A124,(34.5:),A143,A152,(:2.0],A174,1,A192,A201,Good
A14,(31.5:),A34,A43,(5297.5:10918.0],A61,A73,(:3.5],A92,A101,2,A123,(26.0:34.5],A142,A152,(:2.0],A173,1,A191,A201,Good
A12,(31.5:),A31,A44,(3913.5:5297.5],A65,A72,(:3.5],A92,A101,2,A124,(26.0:34.5],A141,A152,(:2.0],A171,1,A191,A201,Good
A14,(19.0:31.5],A32,A43,(2822.5:3913.5],A65,A75,(3.5:),A93,A101,3,A122,(34.5:),A143,A152,(:2.0],A173,1,A192,A201,Good
A12,(12.0:18.0],A32,A49,(1373.0:1773.0],A63,A75,(:3.5],A94,A101,2,A121,(34.5:),A143,A152,(:2.0],A173,1,A192,A201,Good
A14,(19.0:31.5],A33,A42,(1373.0:1773.0],A62,A74,(3.5:),A93,A101,3,A121,(26.0:34.5],A143,A152,(:2.0],A174,1,A191,A201,Good
A14,(19.0:31.5],A34,A49,(3913.5:5297.5],A62,A73,(:3.5],A93,A101,3,A122,(26.0:34.5],A143,A152,(:2.0],A172,1,A192,A201,Good
A14,(31.5:),A32,A43,(5297.5:10918.0],A65,A74,(:3.5],A94,A101,4,A122,(26.0:34.5],A143,A151,(:2.0],A173,1,A192,A201,Good
A11,(19.0:31.5],A34,A42,(3913.5:5297.5],A61,A75,(:3.5],A92,A101,4,A122,(:26.0],A143,A152,(:2.0],A173,1,A191,A201,Good
A12,(:12.0],A34,A40,(1957.0:2822.5],A63,A74,(:3.5],A91,A101,3,A123,(34.5:),A143,A152,(:2.0],A174,1,A192,A201,Good
A11,(:12.0],A34,A40,(1957.0:2822.5],A61,A72,(:3.5],A93,A101,3,A121,(34.5:),A143,A151,(:2.0],A172,2,A191,A202,Good
A14,(:12.0],A34,A40,(1957.0:2822.5],A63,A73,(:3.5],A94,A101,2,A123,(:26.0],A143,A152,(:2.0],A173,1,A191,A201,Good
A14,(:12.0],A32,A43,(1957.0:2822.5],A62,A75,(:3.5],A93,A102,4,A123,(34.5:),A143,A152,(:2.0],A173,1,A192,A201,Good
A12,(12.0:18.0],A32,A49,(1773.0:1957.0],A64,A73,(3.5:),A93,A101,2,A122,(34.5:),A143,A152,(:2.0],A172,1,A192,A201,Good
A11,(31.5:),A32,A42,(5297.5:10918.0],A61,A74,(:3.5],A93,A103,4,A122,(34.5:),A143,A153,(:2.0],A173,2,A191,A201,Good
A14,(19.0:31.5],A32,A41,(2822.5:3913.5],A62,A74,(:3.5],A92,A101,4,A123,(:26.0],A143,A152,(:2.0],A173,1,A191,A201,Good
A14,(19.0:31.5],A32,A41,(3913.5:5297.5],A65,A74,(:3.5],A92,A101,4,A122,(:26.0],A142,A151,(:2.0],A172,1,A191,A201,Good
A14,(19.0:31.5],A34,A43,(5297.5:10918.0],A61,A74,(:3.5],A93,A102,2,A123,(34.5:),A143,A152,(:2.0],A173,1,A191,A201,Good
A14,(31.5:),A32,A43,(2822.5:3913.5],A65,A75,(:3.5],A92,A101,4,A121,(34.5:),A143,A152,(:2.0],A172,1,A192,A201,Good
A14,(31.5:),A32,A40,(5297.5:10918.0],A61,A75,(:3.5],A93,A101,4,A122,(34.5:),A143,A152,(:2.0],A174,1,A192,A201,Good
A13,(:12.0],A31,A43,(:605.0],A64,A73,(:3.5],A92,A101,3,A121,(34.5:),A143,A151,(:2.0],A173,1,A191,A201,Good
A14,(:12.0],A32,A49,(1957.0:2822.5],A64,A75,(:3.5],A91,A101,2,A121,(26.0:34.5],A143,A152,(:2.0],A173,1,A192,A201,Good
A11,(:12.0],A34,A410,(954.5:1186.5],A61,A75,(:3.5],A93,A101,4,A124,(34.5:),A141,A153,(:2.0],A174,2,A192,A201,Good
A14,(31.5:),A34,A41,(5297.5:10918.0],A61,A75,(:3.5],A93,A101,2,A122,(34.5:),A143,A152,(:2.0],A173,2,A192,A201,Good
A12,(31.5:),A33,A46,(10918.0:),A62,A74,(:3.5],A93,A101,3,A124,(26.0:34.5],A143,A151,(:2.0],A173,1,A192,A201,Good
A11,(31.5:),A34,A45,(2822.5:3913.5],A61,A71,(3.5:),A93,A102,4,A123,(34.5:),A143,A152,(:2.0],A171,1,A191,A201,Good
A13,(:12.0],A32,A42,(1373.0:1773.0],A61,A72,(3.5:),A92,A101,1,A122,(26.0:34.5],A141,A152,(:2.0],A174,1,A192,A201,Good
A11,(31.5:),A32,A40,(5297.5:10918.0],A61,A72,(:3.5],A92,A101,1,A121,(34.5:),A143,A152,(:2.0],A172,1,A192,A201,Good
A11,(:12.0],A32,A42,(1373.0:1773.0],A61,A73,(:3.5],A93,A101,2,A121,(26.0:34.5],A143,A152,(:2.0],A173,1,A191,A201,Good
A12,(:12.0],A32,A42,(1373.0:1773.0],A61,A73,(3.5:),A91,A101,2,A123,(26.0:34.5],A143,A152,(:2.0],A172,1,A191,A201,Good
A14,(12.0:18.0],A32,A40,(5297.5:10918.0],A63,A75,(:3.5],A92,A101,4,A124,(34.5:),A143,A153,(:2.0],A173,1,A191,A201,Good
A11,(19.0:31.5],A32,A41,(5297.5:10918.0],A61,A71,(3.5:),A93,A101,2,A124,(26.0:34.5],A143,A153,(:2.0],A174,1,A192,A201,Good
A12,(31.5:),A33,A43,(5297.5:10918.0],A65,A73,(:3.5],A93,A101,1,A121,(26.0:34.5],A143,A152,(:2.0],A172,1,A191,A201,Good
A12,(12.0:18.0],A32,A43,(954.5:1186.5],A61,A73,(3.5:),A92,A103,4,A121,(:26.0],A143,A152,(:2.0],A172,2,A191,A201,Good
A14,(12.0:18.0],A32,A41,(3913.5:5297.5],A61,A73,(:3.5],A93,A101,2,A123,(26.0:34.5],A143,A152,(:2.0],A173,1,A192,A201,Good
A12,(19.0:31.5],A34,A49,(2822.5:3913.5],A65,A74,(3.5:),A93,A101,3,A124,(26.0:34.5],A143,A152,(:2.0],A173,2,A192,A201,Good
A14,(12.0:18.0],A32,A49,(1773.0:1957.0],A61,A74,(3.5:),A93,A101,1,A123,(26.0:34.5],A142,A152,(:2.0],A173,1,A192,A201,Good
A12,(19.0:31.5],A33,A40,(1957.0:2822.5],A61,A73,(:3.5],A91,A101,4,A122,(34.5:),A143,A152,(:2.0],A173,1,A191,A201,Good
A13,(12.0:18.0],A32,A46,(:605.0],A61,A72,(3.5:),A92,A101,4,A122,(:26.0],A143,A151,(:2.0],A173,1,A192,A201,Good
A14,(19.0:31.5],A31,A41,(5297.5:10918.0],A65,A72,(:3.5],A93,A103,4,A121,(34.5:),A141,A151,(:2.0],A173,2,A192,A201,Good
A11,(12.0:18.0],A32,A42,(1773.0:1957.0],A61,A72,(3.5:),A92,A103,1,A122,(34.5:),A143,A151,(:2.0],A173,1,A191,A201,Good
A12,(19.0:31.5],A32,A43,(1373.0:1773.0],A65,A73,(3.5:),A92,A101,1,A123,(:26.0],A143,A152,(:2.0],A173,1,A191,A201,Good
A14,(:12.0],A32,A42,(1373.0:1773.0],A61,A74,(:3.5],A92,A101,4,A121,(26.0:34.5],A143,A152,(:2.0],A172,1,A191,A201,Good
A14,(:12.0],A32,A43,(1373.0:1773.0],A61,A74,(:3.5],A93,A101,2,A122,(34.5:),A143,A152,(:2.0],A173,2,A191,A201,Good
A12,(31.5:),A32,A43,(3913.5:5297.5],A61,A72,(3.5:),A92,A101,1,A124,(26.0:34.5],A143,A152,(:2.0],A174,1,A192,A201,Good
A14,(19.0:31.5],A32,A42,(2822.5:3913.5],A63,A75,(3.5:),A93,A101,3,A124,(26.0:34.5],A143,A151,(:2.0],A173,1,A192,A201,Good
A14,(:12.0],A32,A43,(2822.5:3913.5],A64,A74,(:3.5],A91,A101,4,A121,(34.5:),A143,A152,(:2.0],A172,1,A191,A201,Good
A12,(:12.0],A32,A40,(1186.5:1373.0],A64,A75,(3.5:),A93,A101,4,A121,(34.5:),A143,A152,(:2.0],A173,1,A192,A201,Good
A14,(19.0:31.5],A34,A43,(1957.0:2822.5],A61,A73,(3.5:),A93,A101,2,A121,(34.5:),A143,A152,(:2.0],A172,1,A191,A201,Good
A14,(:12.0],A34,A42,(1186.5:1373.0],A65,A73,(:3.5],A94,A101,2,A122,(26.0:34.5],A143,A152,(:2.0],A173,1,A191,A201,Good
A12,(19.0:31.5],A32,A43,(2822.5:3913.5],A63,A71,(:3.5],A92,A101,4,A124,(:26.0],A143,A151,(:2.0],A171,1,A191,A201,Good
A14,(31.5:),A34,A43,(2822.5:3913.5],A65,A75,(3.5:),A93,A101,2,A123,(34.5:),A143,A152,(:2.0],A173,1,A192,A201,Good
A14,(:12.0],A34,A42,(1373.0:1773.0],A64,A74,(:3.5],A92,A101,2,A122,(34.5:),A143,A152,(:2.0],A173,1,A191,A202,Good
A14,(31.5:),A34,A46,(5297.5:10918.0],A61,A73,(:3.5],A93,A101,3,A124,(26.0:34.5],A141,A153,(:2.0],A173,1,A192,A201,Good
A12,(31.5:),A32,A40,(5297.5:10918.0],A65,A74,(:3.5],A92,A101,2,A123,(:26.0],A143,A152,(:2.0],A173,1,A191,A201,Good
A14,(:12.0],A34,A40,(:605.0],A64,A73,(:3.5],A92,A101,2,A121,(34.5:),A141,A152,(:2.0],A172,1,A191,A201,Good
A14,(19.0:31.5],A34,A41,(5297.5:10918.0],A64,A73,(3.5:),A93,A101,2,A121,(26.0:34.5],A143,A152,(:2.0],A173,1,A191,A201,Good
A14,(:12.0],A34,A45,(954.5:1186.5],A65,A74,(3.5:),A92,A101,4,A121,(:26.0],A143,A152,(:2.0],A173,1,A191,A201,Good
A14,(31.5:),A32,A49,(5297.5:10918.0],A65,A75,(:3.5],A93,A101,2,A122,(34.5:),A143,A152,(:2.0],A173,1,A191,A201,Good
A14,(12.0:18.0],A32,A43,(2822.5:3913.5],A61,A75,(3.5:),A92,A101,2,A123,(34.5:),A141,A151,(:2.0],A174,1,A192,A201,Good
A11,(19.0:31.5],A34,A49,(1373.0:1773.0],A62,A74,(3.5:),A93,A101,1,A121,(:26.0],A143,A152,(:2.0],A173,1,A192,A201,Good
A14,(19.0:31.5],A34,A40,(1957.0:2822.5],A61,A73,(3.5:),A92,A101,4,A123,(34.5:),A143,A152,(:2.0],A173,1,A192,A201,Good
A11,(19.0:31.5],A32,A410,(1373.0:1773.0],A61,A75,(3.5:),A92,A103,4,A121,(34.5:),A143,A152,(:2.0],A172,1,A192,A201,Good
A14,(12.0:18.0],A32,A41,(2822.5:3913.5],A62,A72,(:3.5],A92,A101,4,A123,(:26.0],A143,A152,(:2.0],A173,1,A192,A201,Good
A14,(:12.0],A34,A49,(954.5:1186.5],A61,A73,(:3.5],A92,A101,2,A121,(26.0:34.5],A143,A152,(:2.0],A173,1,A191,A201,Good
A11,(19.0:31.5],A32,A42,(1373.0:1773.0],A61,A72,(3.5:),A93,A102,1,A122,(:26.0],A143,A152,(:2.0],A172,1,A191,A202,Good
A11,(19.0:31.5],A32,A42,(3913.5:5297.5],A61,A73,(3.5:),A93,A101,4,A122,(26.0:34.5],A143,A152,(:2.0],A173,1,A191,A201,Good
A12,(:12.0],A34,A48,(605.0:954.5],A65,A74,(:3.5],A92,A101,3,A122,(34.5:),A143,A152,(:2.0],A172,1,A191,A201,Good
A13,(12.0:18.0],A32,A42,(2822.5:3913.5],A61,A73,(:3.5],A93,A101,1,A121,(26.0:34.5],A143,A152,(:2.0],A172,2,A191,A201,Bad
A11,(:12.0],A32,A40,(1957.0:2822.5],A61,A72,(3.5:),A93,A101,1,A121,(26.0:34.5],A143,A152,(:2.0],A172,2,A191,A201,Bad
A14,(12.0:18.0],A32,A42,(1373.0:1773.0],A61,A72,(3.5:),A94,A102,1,A122,(34.5:),A143,A152,(:2.0],A172,2,A191,A201,Bad
A12,(12.0:18.0],A34,A42,(1773.0:1957.0],A61,A72,(:3.5],A93,A101,2,A121,(26.0:34.5],A143,A152,(:2.0],A172,1,A191,A201,Bad
A11,(12.0:18.0],A32,A46,(605.0:954.5],A61,A71,(3.5:),A92,A101,1,A121,(26.0:34.5],A143,A152,(:2.0],A171,1,A191,A201,Bad
A12,(31.5:),A30,A43,(2822.5:3913.5],A61,A73,(3.5:),A92,A101,1,A123,(34.5:),A143,A152,(:2.0],A173,1,A192,A201,Bad
A12,(:12.0],A32,A43,(1373.0:1773.0],A65,A73,(:3.5],A94,A101,1,A121,(:26.0],A143,A152,(:2.0],A173,1,A192,A201,Bad
A14,(19.0:31.5],A32,A43,(5297.5:10918.0],A65,A72,(:3.5],A92,A101,1,A123,(34.5:),A143,A152,(:2.0],A173,1,A192,A201,Bad
A14,(:12.0],A34,A43,(605.0:954.5],A65,A75,(3.5:),A92,A101,3,A122,(26.0:34.5],A141,A152,(:2.0],A172,2,A191,A201,Bad
A11,(12.0:18.0],A30,A42,(2822.5:3913.5],A61,A72,(:3.5],A92,A101,4,A122,(:26.0],A143,A151,(:2.0],A173,1,A191,A201,Bad
A14,(19.0:31.5],A32,A43,(1957.0:2822.5],A63,A75,(:3.5],A93,A101,2,A123,(34.5:),A141,A152,(:2.0],A173,1,A192,A201,Bad
A14,(19.0:31.5],A33,A49,(5297.5:10918.0],A61,A72,(:3.5],A93,A101,2,A123,(26.0:34.5],A141,A152,(:2.0],A173,1,A192,A201,Bad
A11,(19.0:31.5],A32,A40,(1957.0:2822.5],A61,A75,(3.5:),A93,A102,1,A121,(34.5:),A143,A152,(:2.0],A173,1,A191,A201,Bad
A12,(19.0:31.5],A32,A49,(1186.5:1373.0],A61,A75,(:3.5],A92,A101,4,A122,(34.5:),A143,A152,(:2.0],A173,2,A191,A201,Bad
A12,(19.0:31.5],A33,A42,(1957.0:2822.5],A61,A71,(:3.5],A92,A101,2,A122,(26.0:34.5],A143,A152,(:2.0],A174,1,A192,A201,Bad
A11,(:12.0],A32,A43,(605.0:954.5],A62,A72,(3.5:),A94,A101,3,A124,(26.0:34.5],A143,A152,(:2.0],A172,1,A192,A201,Bad
A14,(31.5:),A32,A42,(10918.0:),A61,A71,(3.5:),A92,A101,2,A123,(:26.0],A143,A152,(:2.0],A174,1,A192,A201,Bad
A11,(12.0:18.0],A32,A42,(954.5:1186.5],A61,A71,(3.5:),A92,A101,2,A123,(26.0:34.5],A143,A152,(:2.0],A173,1,A191,A201,Bad
A11,(12.0:18.0],A32,A44,(1186.5:1373.0],A61,A73,(3.5:),A94,A101,3,A121,(34.5:),A143,A152,(:2.0],A172,1,A192,A201,Bad
A12,(19.0:31.5],A30,A49,(3913.5:5297.5],A61,A73,(:3.5],A93,A101,4,A121,(34.5:),A143,A152,(2.0:),A172,1,A192,A201,Bad
A12,(:12.0],A31,A40,(1373.0:1773.0],A62,A74,(:3.5],A93,A101,3,A124,(26.0:34.5],A143,A152,(:2.0],A173,1,A191,A201,Bad
A12,(31.5:),A31,A410,(10918.0:),A62,A75,(:3.5],A92,A101,4,A124,(34.5:),A141,A153,(:2.0],A174,1,A192,A201,Bad
A13,(:12.0],A32,A43,(605.0:954.5],A61,A73,(:3.5],A92,A101,2,A121,(26.0:34.5],A143,A152,(:2.0],A172,1,A191,A201,Bad
A11,(19.0:31.5],A34,A40,(1957.0:2822.5],A61,A73,(3.5:),A94,A103,2,A122,(26.0:34.5],A141,A151,(:2.0],A173,1,A191,A202,Bad
A14,(31.5:),A32,A46,(1773.0:1957.0],A61,A73,(3.5:),A93,A101,4,A124,(34.5:),A142,A153,(:2.0],A173,1,A192,A201,Bad
A11,(19.0:31.5],A32,A42,(5297.5:10918.0],A65,A75,(3.5:),A93,A101,4,A122,(26.0:34.5],A143,A152,(:2.0],A173,1,A191,A201,Bad
A14,(:12.0],A32,A42,(3913.5:5297.5],A61,A72,(:3.5],A92,A101,4,A122,(26.0:34.5],A143,A152,(:2.0],A173,1,A191,A201,Bad
A11,(31.5:),A32,A43,(1957.0:2822.5],A61,A73,(3.5:),A91,A101,4,A123,(26.0:34.5],A143,A151,(:2.0],A173,1,A191,A201,Bad
A12,(19.0:31.5],A31,A46,(1773.0:1957.0],A61,A74,(3.5:),A92,A101,4,A124,(26.0:34.5],A141,A153,(:2.0],A172,1,A191,A201,Bad
A11,(:12.0],A32,A40,(605.0:954.5],A61,A73,(3.5:),A93,A101,3,A123,(26.0:34.5],A143,A152,(:2.0],A172,1,A191,A201,Bad
A13,(19.0:31.5],A32,A40,(2822.5:3913.5],A62,A73,(:3.5],A92,A101,1,A123,(26.0:34.5],A141,A152,(:2.0],A174,1,A192,A201,Good
A11,(:12.0],A34,A40,(1957.0:2822.5],A61,A73,(:3.5],A93,A101,2,A121,(34.5:),A143,A151,(:2.0],A172,2,A191,A202,Good
A14,(:12.0],A34,A43,(2822.5:3913.5],A65,A73,(:3.5],A93,A101,2,A121,(26.0:34.5],A143,A152,(:2.0],A173,2,A191,A201,Good
A14,(19.0:31.5],A34,A42,(2822.5:3913.5],A64,A73,(3.5:),A93,A101,4,A121,(34.5:),A143,A152,(:2.0],A173,1,A192,A201,Good
A14,(19.0:31.5],A32,A42,(3913.5:5297.5],A61,A74,(:3.5],A92,A101,4,A122,(:26.0],A143,A151,(:2.0],A173,1,A192,A201,Good
A11,(:12.0],A34,A40,(605.0:954.5],A61,A75,(3.5:),A93,A101,4,A121,(34.5:),A143,A152,(:2.0],A172,1,A191,A201,Good
A11,(:12.0],A32,A42,(1186.5:1373.0],A65,A75,(:3.5],A91,A101,4,A122,(34.5:),A143,A152,(:2.0],A172,1,A192,A201,Good
A11,(31.5:),A32,A42,(3913.5:5297.5],A61,A71,(3.5:),A93,A101,3,A122,(26.0:34.5],A143,A152,(:2.0],A174,1,A192,A201,Good
A13,(19.0:31.5],A34,A43,(2822.5:3913.5],A65,A75,(3.5:),A93,A101,4,A122,(34.5:),A142,A152,(:2.0],A172,1,A191,A201,Good
A14,(19.0:31.5],A34,A43,(1773.0:1957.0],A61,A74,(3.5:),A94,A103,2,A123,(26.0:34.5],A143,A152,(:2.0],A173,1,A192,A201,Good
A14,(:12.0],A32,A48,(605.0:954.5],A65,A74,(3.5:),A92,A101,3,A122,(34.5:),A143,A152,(:2.0],A173,1,A192,A201,Good
A12,(12.0:18.0],A30,A42,(2822.5:3913.5],A61,A73,(:3.5],A92,A101,4,A123,(26.0:34.5],A141,A152,(:2.0],A173,1,A192,A201,Good
A14,(:12.0],A32,A40,(605.0:954.5],A61,A71,(:3.5],A92,A101,4,A121,(34.5:),A143,A152,(:2.0],A171,1,A192,A201,Good
A14,(:12.0],A32,A40,(1957.0:2822.5],A63,A75,(:3.5],A93,A101,4,A124,(34.5:),A143,A153,(:2.0],A172,1,A191,A201,Good
A13,(19.0:31.5],A34,A43,(2822.5:3913.5],A65,A73,(:3.5],A93,A101,2,A123,(26.0:34.5],A143,A152,(:2.0],A173,1,A192,A201,Good
A14,(:12.0],A34,A40,(:605.0],A62,A73,(3.5:),A92,A101,4,A123,(34.5:),A143,A152,(:2.0],A172,1,A191,A201,Good
A14,(12.0:18.0],A32,A43,(3913.5:5297.5],A61,A72,(:3.5],A93,A101,2,A123,(26.0:34.5],A143,A152,(:2.0],A173,1,A192,A201,Good
A11,(12.0:18.0],A32,A40,(1957.0:2822.5],A61,A71,(:3.5],A92,A101,4,A123,(:26.0],A143,A151,(:2.0],A173,1,A191,A201,Good
A14,(31.5:),A34,A41,(1957.0:2822.5],A65,A75,(3.5:),A93,A101,3,A123,(34.5:),A143,A152,(:2.0],A173,2,A192,A201,Good
A11,(31.5:),A32,A46,(5297.5:10918.0],A61,A74,(3.5:),A93,A101,1,A124,(34.5:),A143,A153,(:2.0],A174,1,A192,A201,Good
A14,(19.0:31.5],A32,A49,(1186.5:1373.0],A61,A74,(3.5:),A93,A101,1,A121,(:26.0],A143,A152,(:2.0],A173,1,A192,A201,Good
A14,(12.0:18.0],A34,A40,(954.5:1186.5],A61,A72,(3.5:),A92,A101,1,A122,(26.0:34.5],A143,A152,(:2.0],A173,1,A191,A201,Good
A13,(:12.0],A34,A40,(605.0:954.5],A61,A75,(3.5:),A93,A101,4,A124,(34.5:),A143,A153,(:2.0],A173,1,A192,A201,Good
A11,(12.0:18.0],A30,A49,(2822.5:3913.5],A61,A74,(:3.5],A93,A101,1,A122,(26.0:34.5],A141,A152,(:2.0],A173,1,A192,A201,Good
A12,(:12.0],A32,A43,(954.5:1186.5],A61,A75,(:3.5],A94,A103,3,A121,(34.5:),A141,A152,(:2.0],A172,1,A191,A201,Good
A11,(:12.0],A34,A43,(:605.0],A63,A75,(3.5:),A93,A101,4,A123,(34.5:),A143,A152,(:2.0],A173,1,A191,A201,Good
A14,(:12.0],A32,A41,(1186.5:1373.0],A63,A73,(:3.5],A93,A101,4,A122,(34.5:),A143,A151,(:2.0],A173,1,A191,A201,Good
A14,(19.0:31.5],A33,A49,(3913.5:5297.5],A62,A73,(:3.5],A93,A101,2,A122,(:26.0],A143,A152,(:2.0],A172,1,A191,A201,Good
A14,(12.0:18.0],A32,A41,(2822.5:3913.5],A61,A74,(:3.5],A93,A101,2,A123,(26.0:34.5],A143,A152,(:2.0],A173,1,A191,A201,Good
A14,(:12.0],A34,A42,(1957.0:2822.5],A61,A72,(:3.5],A92,A101,3,A121,(:26.0],A143,A151,(:2.0],A173,1,A191,A201,Good
A11,(12.0:18.0],A32,A42,(2822.5:3913.5],A61,A72,(:3.5],A92,A101,4,A123,(:26.0],A143,A151,(:2.0],A173,1,A191,A201,Good
A14,(19.0:31.5],A32,A42,(5297.5:10918.0],A62,A73,(3.5:),A93,A101,1,A123,(:26.0],A142,A152,(:2.0],A173,1,A191,A201,Good
A14,(:12.0],A32,A46,(2822.5:3913.5],A65,A75,(:3.5],A93,A101,4,A121,(34.5:),A143,A152,(:2.0],A172,1,A191,A201,Good
A11,(19.0:31.5],A31,A42,(1957.0:2822.5],A63,A73,(3.5:),A93,A101,4,A121,(:26.0],A142,A152,(:2.0],A173,1,A192,A201,Good
A12,(:12.0],A32,A49,(605.0:954.5],A62,A74,(:3.5],A92,A101,4,A121,(:26.0],A143,A151,(:2.0],A172,1,A191,A201,Good
