Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Class
A14,(24.0:34.5],A31,A41,(5904.5:10918.0],A65,A71,(:4.0],A92,A101,1,A121,(52.5:),A141,A152,1,A174,1,A192,A201,Bad
A12,(11.5:16.0],A32,A43,(1186.5:1373.0],A61,A72,(:4.0],A93,A101,1,A123,(:25.5],A142,A152,1,A173,1,A191,A201,Bad
A14,(16.0:20.5],A33,A42,(1773.0:1991.0],A61,A74,(:4.0],A92,A101,1,A121,(:25.5],A143,A152,1,A173,1,A191,A201,Bad
A13,(11.5:16.0],A32,A43,(1991.0:3446.5],A61,A72,(:4.0],A92,A101,3,A121,(:25.5],A143,A152,1,A172,1,A191,A201,Bad
A11,(24.0:34.5],A32,A42,(1991.0:3446.5],A61,A74,(:4.0],A92,A101,4,A121,(:25.5],A143,A151,1,A173,1,A191,A201,Bad
A11,(11.5:16.0],A32,A40,(3913.5:4468.0],A61,A73,(:4.0],A92,A101,2,A122,(25.5:35.0],A143,A152,1,A173,1,A192,A201,Bad
A12,(16.0:20.5],A34,A40,(653.0:979.5],A61,A75,(:4.0],A93,A101,4,A123,(35.0:41.0],A141,A152,1,A173,2,A192,A201,Bad
A11,(11.5:16.0],A32,A43,(653.0:979.5],A61,A75,(:4.0],A93,A101,4,A121,(52.5:),A142,A152,1,A172,1,A191,A201,Bad
A12,(20.5:24.0],A32,A43,(1991.0:3446.5],A61,A72,(:4.0],A94,A101,1,A122,(:25.5],A143,A152,1,A173,1,A192,A201,Bad
A11,(11.5:16.0],A31,A43,(1991.0:3446.5],A61,A73,(:4.0],A91,A101,1,A124,(25.5:35.0],A143,A153,1,A173,1,A191,A201,Bad
A14,(11.5:16.0],A32,A42,(979.5:1186.5],A63,A73,(:4.0],A92,A101,4,A123,(25.5:35.0],A143,A151,1,A172,1,A191,A201,Bad
A11,(11.5:16.0],A32,A40,(1186.5:1373.0],A61,A74,(:4.0],A91,A101,3,A123,(35.0:41.0],A143,A152,1,A173,1,A191,A201,Bad
A12,(:11.5],A31,A40,(653.0:979.5],A62,A72,(:4.0],A92,A101,1,A122,(25.5:35.0],A142,A152,1,A172,1,A191,A201,Bad
A11,(20.5:24.0],A32,A40,(1186.5:1373.0],A65,A73,(:4.0],A92,A101,4,A121,(:25.5],A143,A151,1,A173,1,A191,A201,Bad
A14,(34.5:),A32,A43,(1991.0:3446.5],A65,A73,(:4.0],A92,A101,4,A123,(:25.5],A143,A152,1,A173,1,A191,A201,Good
A14,(11.5:16.0],A32,A42,(1991.0:3446.5],A65,A74,(:4.0],A92,A101,4,A121,(25.5:35.0],A141,A151,1,A172,1,A191,A201,Good
A14,(11.5:16.0],A32,A40,(1991.0:3446.5],A65,A71,(:4.0],A93,A101,4,A124,(35.0:41.0],A143,A152,1,A174,1,A192,A201,Good
A14,(34.5:),A34,A43,(5904.5:10918.0],A61,A73,(:4.0],A92,A101,2,A123,(25.5:35.0],A142,A152,2,A173,1,A191,A201,Good
A12,(34.5:),A31,A44,(3913.5:4468.0],A65,A72,(:4.0],A92,A101,2,A124,(25.5:35.0],A141,A152,1,A171,1,A191,A201,Good
A14,(20.5:24.0],A32,A43,(1991.0:3446.5],A65,A75,(:4.0],A93,A101,3,A122,(35.0:41.0],A143,A152,1,A173,1,A192,A201,Good
A12,(11.5:16.0],A32,A49,(1373.0:1773.0],A63,A75,(:4.0],A94,A101,2,A121,(25.5:35.0],A143,A152,1,A173,1,A192,A201,Good
A14,(20.5:24.0],A33,A42,(1373.0:1773.0],A62,A74,(:4.0],A93,A101,3,A121,(25.5:35.0],A143,A152,2,A174,1,A191,A201,Good
A14,(20.5:24.0],A34,A49,(3913.5:4468.0],A62,A73,(:4.0],A93,A101,3,A122,(25.5:35.0],A143,A152,2,A172,1,A192,A201,Good
A14,(34.5:),A32,A43,(5904.5:10918.0],A65,A74,(:4.0],A94,A101,4,A122,(25.5:35.0],A143,A151,1,A173,1,A192,A201,Good
A11,(16.0:20.5],A34,A42,(3913.5:4468.0],A61,A75,(:4.0],A92,A101,4,A122,(:25.5],A143,A152,2,A173,1,A191,A201,Good
A12,(11.5:16.0],A34,A40,(1991.0:3446.5],A63,A74,(:4.0],A91,A101,3,A123,(35.0:41.0],A143,A152,1,A174,1,A192,A201,Good
A11,(:11.5],A34,A40,(1991.0:3446.5],A61,A72,(:4.0],A93,A101,3,A121,(43.5:52.5],A143,A151,2,A172,2,A191,A202,Good
A14,(:11.5],A34,A40,(1991.0:3446.5],A63,A73,(:4.0],A94,A101,2,A123,(:25.5],A143,A152,1,A173,1,A191,A201,Good
A14,(:11.5],A32,A43,(1991.0:3446.5],A62,A75,(:4.0],A93,A102,4,A123,(25.5:35.0],A143,A152,1,A173,1,A192,A201,Good
A12,(16.0:20.5],A32,A49,(1773.0:1991.0],A64,A73,(:4.0],A93,A101,2,A122,(25.5:35.0],A143,A152,1,A172,1,A192,A201,Good
A11,(34.5:),A32,A42,(5904.5:10918.0],A61,A74,(:4.0],A93,A103,4,A122,(43.5:52.5],A143,A153,1,A173,2,A191,A201,Good
A14,(20.5:24.0],A32,A41,(3446.5:3913.5],A62,A74,(:4.0],A92,A101,4,A123,(:25.5],A143,A152,1,A173,1,A191,A201,Good
A14,(24.0:34.5],A32,A41,(4468.0:5904.5],A65,A74,(:4.0],A92,A101,4,A122,(:25.5],A142,A151,1,A172,1,A191,A201,Good
A14,(24.0:34.5],A34,A43,(5904.5:10918.0],A61,A74,(:4.0],A93,A102,2,A123,(35.0:41.0],A143,A152,1,A173,1,A191,A201,Good
A14,(34.5:),A32,A43,(3446.5:3913.5],A65,A75,(:4.0],A92,A101,4,A121,(43.5:52.5],A143,A152,1,A172,1,A192,A201,Good
A14,(34.5:),A32,A40,(5904.5:10918.0],A61,A75,(:4.0],A93,A101,4,A122,(41.0:43.5],A143,A152,1,A174,1,A192,A201,Good
A13,(11.5:16.0],A31,A43,(:653.0],A64,A73,(:4.0],A92,A101,3,A121,(41.0:43.5],A143,A151,2,A173,1,A191,A201,Good
A14,(:11.5],A32,A49,(1991.0:3446.5],A64,A75,(:4.0],A91,A101,2,A121,(25.5:35.0],A143,A152,1,A173,1,A192,A201,Good
A11,(:11.5],A34,A410,(979.5:1186.5],A61,A75,(:4.0],A93,A101,4,A124,(43.5:52.5],A141,A153,2,A174,2,A192,A201,Good
A14,(34.5:),A34,A41,(4468.0:5904.5],A61,A75,(:4.0],A93,A101,2,A122,(25.5:35.0],A143,A152,2,A173,2,A192,A201,Good
A12,(34.5:),A33,A46,(10918.0:),A62,A74,(:4.0],A93,A101,3,A124,(25.5:35.0],A143,A151,1,A173,1,A192,A201,Good
A11,(34.5:),A34,A45,(1991.0:3446.5],A61,A71,(:4.0],A93,A102,4,A123,(52.5:),A143,A152,2,A171,1,A191,A201,Good
A13,(11.5:16.0],A32,A42,(1373.0:1773.0],A61,A72,(:4.0],A92,A101,1,A122,(25.5:35.0],A141,A152,1,A174,1,A192,A201,Good
A11,(34.5:),A32,A40,(5904.5:10918.0],A61,A72,(:4.0],A92,A101,1,A121,(25.5:35.0],A143,A152,1,A172,1,A192,A201,Good
A11,(11.5:16.0],A32,A42,(1373.0:1773.0],A61,A73,(:4.0],A93,A101,2,A121,(25.5:35.0],A143,A152,1,A173,1,A191,A201,Good
A12,(:11.5],A32,A42,(1373.0:1773.0],A61,A73,(:4.0],A91,A101,2,A123,(25.5:35.0],A143,A152,1,A172,1,A191,A201,Good
A14,(11.5:16.0],A32,A40,(4468.0:5904.5],A63,A75,(:4.0],A92,A101,4,A124,(25.5:35.0],A143,A153,1,A173,1,A191,A201,Good
A11,(20.5:24.0],A32,A41,(5904.5:10918.0],A61,A71,(:4.0],A93,A101,2,A124,(25.5:35.0],A143,A153,1,A174,1,A192,A201,Good
A12,(34.5:),A33,A43,(5904.5:10918.0],A65,A73,(:4.0],A93,A101,1,A121,(25.5:35.0],A143,A152,1,A172,1,A191,A201,Good
A12,(16.0:20.5],A32,A43,(979.5:1186.5],A61,A73,(:4.0],A92,A103,4,A121,(25.5:35.0],A143,A152,1,A172,2,A191,A201,Good
A14,(11.5:16.0],A32,A41,(4468.0:5904.5],A61,A73,(:4.0],A93,A101,2,A123,(25.5:35.0],A143,A152,1,A173,1,A192,A201,Good
A12,(20.5:24.0],A34,A49,(1991.0:3446.5],A65,A74,(:4.0],A93,A101,3,A124,(25.5:35.0],A143,A152,2,A173,2,A192,A201,Good
A14,(16.0:20.5],A32,A49,(1773.0:1991.0],A61,A74,(:4.0],A93,A101,1,A123,(25.5:35.0],A142,A152,2,A173,1,A192,A201,Good
A12,(20.5:24.0],A33,A40,(1991.0:3446.5],A61,A73,(:4.0],A91,A101,4,A122,(43.5:52.5],A143,A152,2,A173,1,A191,A201,Good
A13,(11.5:16.0],A32,A46,(:653.0],A61,A72,(:4.0],A92,A101,4,A122,(:25.5],A143,A151,1,A173,1,A192,A201,Good
A14,(24.0:34.5],A31,A41,(5904.5:10918.0],A65,A72,(:4.0],A93,A103,4,A121,(35.0:41.0],A141,A151,2,A173,2,A192,A201,Good
A11,(11.5:16.0],A32,A42,(1773.0:1991.0],A61,A72,(:4.0],A92,A103,1,A122,(43.5:52.5],A143,A151,1,A173,1,A191,A201,Good
A12,(24.0:34.5],A32,A43,(1373.0:1773.0],A65,A73,(:4.0],A92,A101,1,A123,(25.5:35.0],A143,A152,1,A173,1,A191,A201,Good
A14,(11.5:16.0],A32,A42,(1373.0:1773.0],A61,A74,(:4.0],A92,A101,4,A121,(25.5:35.0],A143,A152,1,A172,1,A191,A201,Good
A14,(:11.5],A32,A43,(1373.0:1773.0],A61,A74,(:4.0],A93,A101,2,A122,(43.5:52.5],A143,A152,1,A173,2,A191,A201,Good
A12,(34.5:),A32,A43,(4468.0:5904.5],A61,A72,(:4.0],A92,A101,1,A124,(25.5:35.0],A143,A152,1,A174,1,A192,A201,Good
A14,(20.5:24.0],A32,A42,(1991.0:3446.5],A63,A75,(:4.0],A93,A101,3,A124,(25.5:35.0],A143,A151,1,A173,1,A192,A201,Good
A14,(11.5:16.0],A32,A43,(1991.0:3446.5],A64,A74,(:4.0],A91,A101,4,A121,(52.5:),A143,A152,1,A172,1,A191,A201,Good
A12,(11.5:16.0],A32,A40,(1186.5:1373.0],A64,A75,(:4.0],A93,A101,4,A121,(52.5:),A143,A152,1,A173,1,A192,A201,Good
A14,(20.5:24.0],A34,A43,(1991.0:3446.5],A61,A73,(:4.0],A93,A101,2,A121,(25.5:35.0],A143,A152,2,A172,1,A191,A201,Good
A14,(:11.5],A34,A42,(1186.5:1373.0],A65,A73,(:4.0],A94,A101,2,A122,(25.5:35.0],A143,A152,2,A173,1,A191,A201,Good
A12,(20.5:24.0],A32,A43,(3446.5:3913.5],A63,A71,(:4.0],A92,A101,4,A124,(:25.5],A143,A151,1,A171,1,A191,A201,Good
A14,(34.5:),A34,A43,(1991.0:3446.5],A65,A75,(:4.0],A93,A101,2,A123,(43.5:52.5],A143,A152,1,A173,1,A192,A201,Good
A14,(11.5:16.0],A34,A42,(1373.0:1773.0],A64,A74,(:4.0],A92,A101,2,A122,(25.5:35.0],A143,A152,1,A173,1,A191,A202,Good
A14,(34.5:),A34,A46,(5904.5:10918.0],A61,A73,(:4.0],A93,A101,3,A124,(25.5:35.0],A141,A153,1,A173,1,A192,A201,Good
A12,(34.5:),A32,A40,(5904.5:10918.0],A65,A74,(:4.0],A92,A101,2,A123,(:25.5],A143,A152,1,A173,1,A191,A201,Good
A14,(:11.5],A34,A40,(:653.0],A64,A73,(:4.0],A92,A101,2,A121,(35.0:41.0],A141,A152,2,A172,1,A191,A201,Good
A14,(20.5:24.0],A34,A41,(4468.0:5904.5],A64,A73,(:4.0],A93,A101,2,A121,(25.5:35.0],A143,A152,2,A173,1,A191,A201,Good
A14,(11.5:16.0],A34,A45,(979.5:1186.5],A65,A74,(:4.0],A92,A101,4,A121,(:25.5],A143,A152,2,A173,1,A191,A201,Good
A14,(34.5:),A32,A49,(5904.5:10918.0],A65,A75,(:4.0],A93,A101,2,A122,(35.0:41.0],A143,A152,2,A173,1,A191,A201,Good
A14,(11.5:16.0],A32,A43,(3446.5:3913.5],A61,A75,(:4.0],A92,A101,2,A123,(52.5:),A141,A151,1,A174,1,A192,A201,Good
A11,(20.5:24.0],A34,A49,(1373.0:1773.0],A62,A74,(:4.0],A93,A101,1,A121,(25.5:35.0],A143,A152,2,A173,1,A192,A201,Good
A14,(20.5:24.0],A34,A40,(1991.0:3446.5],A61,A73,(:4.0],A92,A101,4,A123,(35.0:41.0],A143,A152,1,A173,1,A192,A201,Good
A11,(20.5:24.0],A32,A410,(1373.0:1773.0],A61,A75,(:4.0],A92,A103,4,A121,(52.5:),A143,A152,1,A172,1,A192,A201,Good
A14,(11.5:16.0],A32,A41,(3446.5:3913.5],A62,A72,(:4.0],A92,A101,4,A123,(:25.5],A143,A152,1,A173,1,A192,A201,Good
A14,(11.5:16.0],A34,A49,(979.5:1186.5],A61,A73,(:4.0],A92,A101,2,A121,(25.5:35.0],A143,A152,2,A173,1,A191,A201,Good
A11,(20.5:24.0],A32,A42,(1373.0:1773.0],A61,A72,(:4.0],A93,A102,1,A122,(:25.5],A143,A152,1,A172,1,A191,A202,Good
A11,(20.5:24.0],A32,A42,(3913.5:4468.0],A61,A73,(:4.0],A93,A101,4,A122,(25.5:35.0],A143,A152,1,A173,1,A191,A201,Good
A12,(:11.5],A34,A48,(653.0:979.5],A65,A74,(:4.0],A92,A101,3,A122,(35.0:41.0],A143,A152,2,A172,1,A191,A201,Good
A13,(16.0:20.5],A32,A42,(1991.0:3446.5],A61,A73,(:4.0],A93,A101,1,A121,(25.5:35.0],A143,A152,1,A172,2,A191,A201,Bad
A11,(11.5:16.0],A32,A40,(1991.0:3446.5],A61,A72,(:4.0],A93,A101,1,A121,(25.5:35.0],A143,A152,1,A172,2,A191,A201,Bad
A14,(16.0:20.5],A32,A42,(1373.0:1773.0],A61,A72,(:4.0],A94,A102,1,A122,(41.0:43.5],A143,A152,1,A172,2,A191,A201,Bad
A12,(16.0:20.5],A34,A42,(1773.0:1991.0],A61,A72,(:4.0],A93,A101,2,A121,(25.5:35.0],A143,A152,2,A172,1,A191,A201,Bad
A11,(16.0:20.5],A32,A46,(653.0:979.5],A61,A71,(:4.0],A92,A101,1,A121,(25.5:35.0],A143,A152,1,A171,1,A191,A201,Bad
A12,(34.5:),A30,A43,(3446.5:3913.5],A61,A73,(:4.0],A92,A101,1,A123,(41.0:43.5],A143,A152,1,A173,1,A192,A201,Bad
A12,(11.5:16.0],A32,A43,(1373.0:1773.0],A65,A73,(:4.0],A94,A101,1,A121,(:25.5],A143,A152,1,A173,1,A192,A201,Bad
A14,(20.5:24.0],A32,A43,(5904.5:10918.0],A65,A72,(:4.0],A92,A101,1,A123,(43.5:52.5],A143,A152,2,A173,1,A192,A201,Bad
A14,(11.5:16.0],A34,A43,(653.0:979.5],A65,A75,(:4.0],A92,A101,3,A122,(25.5:35.0],A141,A152,1,A172,2,A191,A201,Bad
A11,(16.0:20.5],A30,A42,(1991.0:3446.5],A61,A72,(:4.0],A92,A101,4,A122,(25.5:35.0],A143,A151,1,A173,1,A191,A201,Bad
A14,(20.5:24.0],A32,A43,(1991.0:3446.5],A63,A75,(:4.0],A93,A101,2,A123,(25.5:35.0],A141,A152,2,A173,1,A192,A201,Bad
A14,(20.5:24.0],A33,A49,(5904.5:10918.0],A61,A72,(:4.0],A93,A101,2,A123,(25.5:35.0],A141,A152,2,A173,1,A192,A201,Bad
A11,(20.5:24.0],A32,A40,(1991.0:3446.5],A61,A75,(:4.0],A93,A102,1,A121,(43.5:52.5],A143,A152,1,A173,1,A191,A201,Bad
A12,(20.5:24.0],A32,A49,(1186.5:1373.0],A61,A75,(:4.0],A92,A101,4,A122,(35.0:41.0],A143,A152,1,A173,2,A191,A201,Bad
A12,(20.5:24.0],A33,A42,(1991.0:3446.5],A61,A71,(:4.0],A92,A101,2,A122,(25.5:35.0],A143,A152,1,A174,1,A192,A201,Bad
A11,(11.5:16.0],A32,A43,(653.0:979.5],A62,A72,(:4.0],A94,A101,3,A124,(25.5:35.0],A143,A152,1,A172,1,A192,A201,Bad
A14,(34.5:),A32,A42,(10918.0:),A61,A71,(:4.0],A92,A101,2,A123,(25.5:35.0],A143,A152,2,A174,1,A192,A201,Bad
A11,(16.0:20.5],A32,A42,(979.5:1186.5],A61,A71,(:4.0],A92,A101,2,A123,(25.5:35.0],A143,A152,1,A173,1,A191,A201,Bad
A11,(16.0:20.5],A32,A44,(1186.5:1373.0],A61,A73,(:4.0],A94,A101,3,A121,(43.5:52.5],A143,A152,1,A172,1,A192,A201,Bad
A12,(20.5:24.0],A30,A49,(3913.5:4468.0],A61,A73,(:4.0],A93,A101,4,A121,(35.0:41.0],A143,A152,3,A172,1,A192,A201,Bad
A12,(:11.5],A31,A40,(1373.0:1773.0],A62,A74,(:4.0],A93,A101,3,A124,(25.5:35.0],A143,A152,1,A173,1,A191,A201,Bad
A12,(34.5:),A31,A410,(10918.0:),A62,A75,(:4.0],A92,A101,4,A124,(52.5:),A141,A153,2,A174,1,A192,A201,Bad
A13,(:11.5],A32,A43,(653.0:979.5],A61,A73,(:4.0],A92,A101,2,A121,(25.5:35.0],A143,A152,1,A172,1,A191,A201,Bad
A11,(16.0:20.5],A34,A40,(1991.0:3446.5],A61,A73,(:4.0],A94,A103,2,A122,(25.5:35.0],A141,A151,2,A173,1,A191,A202,Bad
A14,(34.5:),A32,A46,(1773.0:1991.0],A61,A73,(:4.0],A93,A101,4,A124,(35.0:41.0],A142,A153,1,A173,1,A192,A201,Bad
A11,(24.0:34.5],A32,A42,(5904.5:10918.0],A65,A75,(:4.0],A93,A101,4,A122,(25.5:35.0],A143,A152,1,A173,1,A191,A201,Bad
A14,(:11.5],A32,A42,(4468.0:5904.5],A61,A72,(:4.0],A92,A101,4,A122,(25.5:35.0],A143,A152,1,A173,1,A191,A201,Bad
A11,(34.5:),A32,A43,(1991.0:3446.5],A61,A73,(:4.0],A91,A101,4,A123,(25.5:35.0],A143,A151,1,A173,1,A191,A201,Bad
A12,(20.5:24.0],A31,A46,(1773.0:1991.0],A61,A74,(:4.0],A92,A101,4,A124,(25.5:35.0],A141,A153,1,A172,1,A191,A201,Bad
A11,(:11.5],A32,A40,(653.0:979.5],A61,A73,(:4.0],A93,A101,3,A123,(25.5:35.0],A143,A152,1,A172,1,A191,A201,Bad
A13,(20.5:24.0],A32,A40,(1991.0:3446.5],A62,A73,(:4.0],A92,A101,1,A123,(25.5:35.0],A141,A152,1,A174,1,A192,A201,Good
A11,(11.5:16.0],A34,A40,(1991.0:3446.5],A61,A73,(:4.0],A93,A101,2,A121,(35.0:41.0],A143,A151,2,A172,2,A191,A202,Good
A14,(:11.5],A34,A43,(1991.0:3446.5],A65,A73,(:4.0],A93,A101,2,A121,(25.5:35.0],A143,A152,2,A173,2,A191,A201,Good
A14,(20.5:24.0],A34,A42,(3446.5:3913.5],A64,A73,(:4.0],A93,A101,4,A121,(43.5:52.5],A143,A152,1,A173,1,A192,A201,Good
A14,(20.5:24.0],A32,A42,(3913.5:4468.0],A61,A74,(:4.0],A92,A101,4,A122,(:25.5],A143,A151,1,A173,1,A192,A201,Good
A11,(:11.5],A34,A40,(653.0:979.5],A61,A75,(:4.0],A93,A101,4,A121,(43.5:52.5],A143,A152,2,A172,1,A191,A201,Good
A11,(11.5:16.0],A32,A42,(1186.5:1373.0],A65,A75,(:4.0],A91,A101,4,A122,(43.5:52.5],A143,A152,1,A172,1,A192,A201,Good
A11,(34.5:),A32,A42,(3913.5:4468.0],A61,A71,(:4.0],A93,A101,3,A122,(25.5:35.0],A143,A152,1,A174,1,A192,A201,Good
A13,(24.0:34.5],A34,A43,(3446.5:3913.5],A65,A75,(:4.0],A93,A101,4,A122,(43.5:52.5],A142,A152,2,A172,1,A191,A201,Good
A14,(20.5:24.0],A34,A43,(1773.0:1991.0],A61,A74,(:4.0],A94,A103,2,A123,(25.5:35.0],A143,A152,2,A173,1,A192,A201,Good
A14,(:11.5],A32,A48,(653.0:979.5],A65,A74,(:4.0],A92,A101,3,A122,(35.0:41.0],A143,A152,1,A173,1,A192,A201,Good
A12,(16.0:20.5],A30,A42,(1991.0:3446.5],A61,A73,(:4.0],A92,A101,4,A123,(25.5:35.0],A141,A152,2,A173,1,A192,A201,Good
A14,(:11.5],A32,A40,(653.0:979.5],A61,A71,(:4.0],A92,A101,4,A121,(52.5:),A143,A152,1,A171,1,A192,A201,Good
A14,(:11.5],A32,A40,(1991.0:3446.5],A63,A75,(:4.0],A93,A101,4,A124,(43.5:52.5],A143,A153,1,A172,1,A191,A201,Good
A13,(20.5:24.0],A34,A43,(1991.0:3446.5],A65,A73,(:4.0],A93,A101,2,A123,(25.5:35.0],A143,A152,2,A173,1,A192,A201,Good
A14,(:11.5],A34,A40,(:653.0],A62,A73,(:4.0],A92,A101,4,A123,(43.5:52.5],A143,A152,2,A172,1,A191,A201,Good
A14,(16.0:20.5],A32,A43,(4468.0:5904.5],A61,A72,(:4.0],A93,A101,2,A123,(25.5:35.0],A143,A152,1,A173,1,A192,A201,Good
A11,(11.5:16.0],A32,A40,(1991.0:3446.5],A61,A71,(:4.0],A92,A101,4,A123,(:25.5],A143,A151,1,A173,1,A191,A201,Good
A14,(34.5:),A34,A41,(1991.0:3446.5],A65,A75,(:4.0],A93,A101,3,A123,(35.0:41.0],A143,A152,2,A173,2,A192,A201,Good
A11,(34.5:),A32,A46,(5904.5:10918.0],A61,A74,(:4.0],A93,A101,1,A124,(43.5:52.5],A143,A153,1,A174,1,A192,A201,Good
A14,(20.5:24.0],A32,A49,(1186.5:1373.0],A61,A74,(:4.0],A93,A101,1,A121,(:25.5],A143,A152,1,A173,1,A192,A201,Good
A14,(16.0:20.5],A34,A40,(979.5:1186.5],A61,A72,(:4.0],A92,A101,1,A122,(25.5:35.0],A143,A152,2,A173,1,A191,A201,Good
A13,(:11.5],A34,A40,(653.0:979.5],A61,A75,(:4.0],A93,A101,4,A124,(52.5:),A143,A153,2,A173,1,A192,A201,Good
A11,(16.0:20.5],A30,A49,(1991.0:3446.5],A61,A74,(:4.0],A93,A101,1,A122,(25.5:35.0],A141,A152,1,A173,1,A192,A201,Good
A12,(11.5:16.0],A32,A43,(979.5:1186.5],A61,A75,(:4.0],A94,A103,3,A121,(35.0:41.0],A141,A152,2,A172,1,A191,A201,Good
A11,(:11.5],A34,A43,(:653.0],A63,A75,(:4.0],A93,A101,4,A123,(43.5:52.5],A143,A152,2,A173,1,A191,A201,Good
A14,(:11.5],A32,A41,(1186.5:1373.0],A63,A73,(:4.0],A93,A101,4,A122,(43.5:52.5],A143,A151,1,A173,1,A191,A201,Good
A14,(24.0:34.5],A33,A49,(3913.5:4468.0],A62,A73,(:4.0],A93,A101,2,A122,(25.5:35.0],A143,A152,2,A172,1,A191,A201,Good
A14,(11.5:16.0],A32,A41,(1991.0:3446.5],A61,A74,(:4.0],A93,A101,2,A123,(25.5:35.0],A143,A152,1,A173,1,A191,A201,Good
A14,(:11.5],A34,A42,(1991.0:3446.5],A61,A72,(:4.0],A92,A101,3,A121,(:25.5],A143,A151,2,A173,1,A191,A201,Good
A11,(16.0:20.5],A32,A42,(3446.5:3913.5],A61,A72,(:4.0],A92,A101,4,A123,(:25.5],A143,A151,1,A173,1,A191,A201,Good
A14,(20.5:24.0],A32,A42,(4468.0:5904.5],A62,A73,(:4.0],A93,A101,1,A123,(:25.5],A142,A152,1,A173,1,A191,A201,Good
A14,(:11.5],A32,A46,(3446.5:3913.5],A65,A75,(:4.0],A93,A101,4,A121,(52.5:),A143,A152,1,A172,1,A191,A201,Good
A11,(20.5:24.0],A31,A42,(1991.0:3446.5],A63,A73,(:4.0],A93,A101,4,A121,(:25.5],A142,A152,1,A173,1,A192,A201,Good
A12,(11.5:16.0],A32,A49,(653.0:979.5],A62,A74,(:4.0],A92,A101,4,A121,(:25.5],A143,A151,1,A172,1,A191,A201,Good
A12,(:11.5],A32,A43,(1991.0:3446.5],A61,A72,(:4.0],A92,A103,1,A121,(43.5:52.5],A143,A152,1,A173,1,A191,A201,Good
A11,(11.5:16.0],A32,A42,(653.0:979.5],A61,A73,(:4.0],A93,A103,3,A122,(35.0:41.0],A143,A152,1,A172,2,A191,A201,Good
A14,(11.5:16.0],A32,A43,(653.0:979.5],A65,A73,(:4.0],A92,A101,2,A123,(:25.5],A143,A152,1,A173,1,A191,A201,Good
A11,(20.5:24.0],A34,A40,(:653.0],A61,A75,(:4.0],A93,A101,4,A121,(52.5:),A143,A152,2,A173,1,A191,A201,Good
A12,(20.5:24.0],A34,A40,(3446.5:3913.5],A62,A72,(:4.0],A91,A101,2,A123,(35.0:41.0],A143,A152,1,A173,1,A192,A201,Good
